Article,Abstract,Core sentence from abstract,,(In)correct,,Core sentence from article,,,(In)correct,,Similar?,Claim?,Multiple sentences?,,Use for AIDA rewrite?
/articles.txt.I-N/J_Infect/J_Infect_2016_Mar_72(3)_283-294.txt,"To determine risk factors for GBS colonisation in Gambian mothers and in their infants from birth to day 60–89 of age. Swabs and breastmilk from mothers/infant pairs were collected and cultured on selective agar. Negative samples were analysed for GBS DNA via real-time PCR. Positive isolates were serotyped using multiplex PCR and gel-agarose electrophoresis. Seven hundred and fifty women/infant pairs were recruited. 253 women (33.7%) were GBS-colonised at delivery. The predominant serotypes were: V (55%), II (16%), III (10%), Ia (8%) and Ib (8%). 186 infants were colonised (24.8%) at birth, 181 (24.1%) at 6 days and 96 at day 60–89 (14%). Infants born before 34 weeks of gestation and to women with rectovaginal and breastmilk colonisation at delivery had increased odds of GBS colonisation at birth. Season of birth was associated with increased odds of persistent infant GBS colonisation (dry season vs. wet season AOR 2.9; 95% CI 1.6–5.2). Conclusion. GBS colonisation is common in Gambian women at delivery and in their infants to day 60?89 and is dominated by serotype V. In addition to maternal colonisation, breastmilk and season of birth are important risk factors for infant GBS colonisation.",gbs colonisation is common in Gambian women at delivery and in their infants to day 60?89 and is dominated by serotype V.,,Correct,,"little is also known about maternal or infant colonising serotypes in african countries but reports indicate that serotype (st) v may be important as both a colonising and invasive disease serotype,3, 4 as it was in the usa in the 1990s.5\n\nthe current leading candidate for maternal vaccination is a trivalent capsular polysaccharide protein conjugate vaccine containing st ia, ib and iii which is based on data on invasive disease serotypes in the usa, uk6 and south africa.3 here, we report the results of a longitudinal prospective cohort study to investigate the prevalence of colonising and invasive disease serotypes of gambian women and their infants from delivery to three months of age.",,,Incorrect,,No,Yes,Yes,,
/articles.txt.I-N/J_Low_Temp_Phys/J_Low_Temp_Phys_2015_Dec_2_178(3-4)_149-161.txt,"The giant plasticity of 4He crystals has been explained as a consequence of the large mobility of their dislocations. Thus, the mechanical properties of dislocation free crystals should be quite different from those of usual ones. In 1996–1998, Ruutu et al. published crystal growth studies showing that, in their helium 4 crystals, the density of screw dislocations along the c-axis was less than 100 per cm2, sometimes zero. We have grown helium 4 crystals using similar growth speeds and temperatures, and extracted their dislocation density from their mechanical properties. We found dislocation densities that are in the range of 104–106 per cm2, that is several orders of magnitude larger than Ruutu et al. Our tentative interpretation of this apparent contradiction is that the two types of measurements are somewhat indirect and concern different types of dislocations. As for the dislocation nucleation mechanism, it remains to be understood.","we found dislocation densities that are in the range of 104–106 per cm2, that is several orders of magnitude larger than Ruutu et al",,Correct,,"in this article, we show that we have found not much difference between crystals grown as slowly as ruutu et al.",,,Incorrect,,No,Yes,No,,
/articles.txt.I-N/Ind_Health/Ind_Health_2013_Sep_2_51(5)_490-500.txt,"Problem drinking is a serious public health problem in the workplace. However, few Japanese epidemiological studies have investigated the occupational characteristics of problem drinking. The purpose of this study is to clarify the occupational risk factors for problem drinking among a Japanese working population. We used data from a random-sampling survey about mental health and suicide, conducted among Hamamatsu City residents aged 15 to 79?yr old during May and June in 2008. The relation between occupational factors and problem drinking was analyzed with multiple logistic regression models stratified by gender. CAGE questionnaire was used to assess problem drinking. With regard to employment types, problem drinkers were more prevalent among self-employed women. With regard to occupational types, clerical and service professions had more problem drinkers of either sex, while administrative/managerial and sales professions had more women with such problem. With regard to company size, male problem drinkers were more prevalent in smaller companies than in larger ones. These results indicate that the prevalence of problem drinkers in the workplace depends on where one works. It is necessary to consider these characteristics to provide effective measures to address problem drinking in the workplace.",these results indicate that the prevalence of problem drinkers in the workplace depends on where one works.,,Correct,,"illustrates the results of logistic\nregression analysis, showing the associations between each factor and problem drinking in\nmen.",,,Incorrect,,No,Yes,No,,
/articles.txt.I-N/J_Eat_Disord/J_Eat_Disord_2013_Aug_8_1_26.txt,"Objective binge eating episodes (OBEs) refer to binge eating on an unusually large amount of food and are the core symptom in current definitions of bulimia nervosa (BN) and binge eating disorder (BED). Subjective binge eating episodes (SBEs) refer to eating on a small or moderate amount of food (that is perceived as large) and like OBEs are associated with loss of control (LOC). Reaching consensus on what is considered a large amount of food can however be problematic and it remains unclear if the size of a binge is an essential component for defining a binge eating episode. The aim of this study was to compare the eating disorder features and general psychopathology of subjects reporting OBEs with those reporting only SBEs. This is a retrospective secondary analysis of data from 70 obese participants at the recruitment phase of a multicentre trial for BED. Individuals who answered positively to the presence of binge eating and LOC over eating had their binge eating episodes further explored by interview and self-report. Two groups, those who reported current OBEs (with or without SBEs) and those who reported current SBEs only were compared for age, gender, marital status, body mass index (BMI), indicators of LOC over eating, severity of binge-eating and associated psychopathology. The majority of participants in both the OBE and SBE groups endorsed the experience of at least four indicators of LOC. There were no significant differences between the groups. Both groups had high levels of bing Treatment seeking participants with obesity who reported SBEs alone were similar to those who reported OBEs in terms of eating disorder features and general psychopathology. These findings suggest that classificatory systems of mental illnesses should consider introducing SBEs as a feature of the diagnostic criteria for binge eating and, thus, facilitate the inclusion of participants with SBEs in treatment trials.e-eating severity, moderate severity of associated depressive symptoms and frequent psychiatric co-morbidity.","these findings suggest that classificatory systems of mental illnesses should consider introducing sbes as a feature of the diagnostic criteria for binge eating and, thus, facilitate the inclusion of participants with sbes in treatment trials.e-eating severity, moderate severity of associated depressive symptoms and frequent psychiatric co-morbidity.",,Correct,,"our findings support results from previous studies which suggest that individuals that engage only in sbes do show an eating disturbance that is associated with eating-related and general psychopathology [4,14,24-26,34].",,,Correct,,No,Yes,No,,Yes
/articles.txt.I-N/J_Nephrol/J_Nephrol_2015_Sep_17_28(3)_269-277.txt,"Magnesium fulfils important roles in multiple physiological processes. Accordingly, a tight regulation of magnesium homeostasis is essential. Dysregulated magnesium serum levels, in particular hypomagnesaemia, are common in patients with chronic kidney disease (CKD) and have been associated with poor clinical outcomes. In cell culture studies as well as in clinical situations magnesium levels were associated with vascular calcification, cardiovascular disease and altered bone-mineral metabolism. Magnesium has also been linked to diseases such as metabolic syndrome, diabetes, hypertension, fatigue and depression, all of which are common in CKD. The present review summarizes and discusses the latest clinical data on the impact of magnesium and possible effects of higher levels on the health status of patients with CKD, including an outlook on the use of magnesium-based phosphate-binding agents in this context.","the present review summarizes and discusses the latest clinical data on the impact of magnesium and possible effects of higher levels on the health status of patients with ckd, including an outlook on the use of magnesium-based phosphate-binding agents in this context.",,Correct,,"in this study, kaplan\u2013meier curves showed significantly higher cardiovascular mortality rates in ckd patients whose serum magnesium levels were below 2.05\u00a0mg/dl (0.84\u00a0mmol/l).",,,Incorrect,,No,Yes,No,,
/articles.txt.I-N/J_Math_Neurosci/J_Math_Neurosci_2013_Aug_14_3_13.txt,"The phase response curve (PRC) is a powerful tool to study the effect of a perturbation on the phase of an oscillator, assuming that all the dynamics can be explained by the phase variable. However, factors like the rate of convergence to the oscillator, strong forcing or high stimulation frequency may invalidate the above assumption and raise the question of how is the phase variation away from an attractor. The concept of isochrons turns out to be crucial to answer this question; from it, we have built up Phase Response Functions (PRF) and, in the present paper, we complete the extension of advancement functions to the transient states by defining the Amplitude Response Function (ARF) to control changes in the transversal variables. Based on the knowledge of both the PRF and the ARF, we study the case of a pulse-train stimulus, and compare the predictions given by the PRC-approach (a 1D map) to those given by the PRF-ARF-approach (a 2D map); we observe differences up to two orders of magnitude in favor of the 2D predictions, especially when the stimulation frequency is high or the strength of the stimulus is large. We also explore the role of hyperbolicity of the limit cycle as well as geometric aspects of the isochrons. Summing up, we aim at enlightening the contribution of transient effects in predicting the phase response and showing the limits of the phase reduction approach to prevent from falling into wrong predictions in synchronization problems.","summing up, we aim at enlightening the contribution of transient effects in predicting the phase response and showing the limits of the phase reduction approach to prevent from falling into wrong predictions in synchronization problems.",,Correct,,"14, we show the prf and the arf on the limit cycle (\u03c3=0), panels (a) and (b), and for a specific isochron (\u03b8=0), panels (c) and (d).",,,Incorrect,,No,No,No,,
/articles.txt.I-N/J_Math_Neurosci/J_Math_Neurosci_2015_Sep_1_5_19.txt,"In this note, we clarify the well-posedness of the limit equations to the mean-field N-neuron models proposed in (Baladron et al. in J. Math. Neurosci. 2:10, 2012) and we prove the associated propagation of chaos property. We also complete the modeling issue in (Baladron et al. in J. Math. Neurosci. 2:10, 2012) by discussing the well-posedness of the stochastic differential equations which govern the behavior of the ion channels and the amount of available neurotransmitters.","in this note, we clarify the well-posedness of the limit equations to the mean-field n-neuron models proposed in (baladron et al.",,Incorrect,,"remark 2.4\nthe boundedness of the functions \u03c1x and \u03b6x is a technical hypothesis which simplifies the analysis but can be relaxed, provided that the above models have solutions which do not explode in finite time.",,,Incorrect,,No,No,Yes,,
/articles.txt.I-N/J_Math_Neurosci/J_Math_Neurosci_2011_Oct_27_1_10.txt,"Dendritic spines are small protrusions on a neuronal dendrite that are the main locus of excitatory synaptic connections. Although their geometry is variable over time and along the dendrite, they typically consist of a relatively large head connected to the dendritic shaft by a narrow cylindrical neck. The surface of the head is connected smoothly by a funnel or non-smoothly to the narrow neck, whose end absorbs the particles at the dendrite. We demonstrate here how the geometry of the neuronal spine can control diffusion and ultimately synaptic processes. We show that the mean residence time of a Brownian particle, such as an ion or molecule inside the spine, and of a receptor on its membrane, prior to absorption at the dendritic shaft depends strongly on the curvature of the connection of the spine head to the neck and on the neck's length. The analytical results solve the narrow escape problem for domains with long narrow necks.","we show that the mean residence time of a brownian particle, such as an ion or molecule inside the spine, and of a receptor on its membrane, prior to absorption at the dendritic shaft depends strongly on the curvature of the connection of the spine head to the neck and on the neck's length.",,Correct,,we conclude from this analysis that an ampa receptors that do not interact with the psd stay on a typical dendritic spine between one and a half to 5 min on average and this residence time is controlled mostly by the geometrical properties of the spine.,,,Incorrect,,No,Yes,No,,
/articles.txt.I-N/J_Med_Syst/J_Med_Syst_2016_Jan_20_40_76.txt,"Efficiency, or the resources spent while performing a specific task, is widely regarded as one the determinants of usability. In this study, the authors hypothesize that having a group of users perform a similar task over a prolonged period of time will lead to improvements in efficiency of that task. This study was performed in the domain of decision-supported medication reviews. Data was gathered during a randomized controlled trial. Three expert teams consisting of an independent physician and an independent pharmacist conducted 150 computerized medication reviews on patients in 13 general practices located in Amsterdam, the Netherlands. Results were analyzed with a linear mixed model. A fixed effects test on the linear mixed model showed a significant difference in the time required to conduct medication reviews over time; F(31.145)?=?14.043, p?<?.001. The average time in minutes required to conduct medication reviews up to the first quartile was M?=?20.42 (SD?=?9.00), while the time from the third quartile up was M?=?9.81 (SD?=?6.13). This leads the authors to conclude that the amount of time users needed to perform similar tasks decreased significantly as they gained experience over time.",this study was performed in the domain of decision-supported medication reviews.,,Incorrect,,conclusion\nthis paper reports the results of a longitudinal study on the effects of experience on physicians\u2019 and pharmacists\u2019 efficiency of performing decision-supported medication reviews.,,,Incorrect,,No,No,Yes,,
/articles.txt.I-N/J_Med_Syst/J_Med_Syst_2014_Aug_30_38(10)_125.txt,"Undergraduate and postgraduate medical education in general practice is complex as a wide medical spectrum needs to be covered. Modern guidelines demand students to be able to recall immense amounts of information relating to the diagnosis and management of clinical problems. With the intent of making a medical textbook digitally available on student mobile devices, preferences of students and potential of the idea was aimed to be researched. A total estimation among fourth year medical students at the Leipzig Medical School was conducted in June 2013. Students were asked to answer a semi-structured self-designed questionnaire regarding their detailed smartphone and app usage as well as their attitude and expectations towards education and practice supporting apps. The response rate was 93.2 % (n?=?290/311). The majority (69.3 %) were female students. The mean age was 24.5 years. Of the respondents, 64.2 % owned a smartphone and 22.5 % a tablet computer. A total of 32.4 % were already using medical apps for the smartphone - mostly drug reference or disease diagnosis and management apps. Regarding their wishes, 68.7 % would like or very like to see an app on general practice. The respective means of the most important desired features on a Likert scale reaching from 1 (not important) to 5 (very important) were 4.3 for drug reference information, 4.2 for guidelines for differential diagnosis, 3.9. for medical pictures libraries and 3.9 for physical examination videos. The willingness to pay for a profound app averages at 14.35 Euros (SD?=?16.21). Concluding, students clearly demand for an app on general practice. Such an app should ideally be smartphone optimized. Aside of what is usually available in traditional textbooks, multimedia features such as videos on examining methods or a medical picture library are very important to students and may help to bridge the gap between text-based knowledge and practical application. Therefore, authors of medical textbooks need to be aware that the development of an app is no trivial technical translation as raised students expectations demand for multimedia and interactive features as well as comprehensive drug information. Further research should focus on developing concepts to bring together developers and university professionals as well as experienced medical specialists to enable the development of apps that satisfy the demands of undergraduate and postgraduate educational needs.",a total estimation among fourth year medical students at the leipzig medical school was conducted in june 2013. students were asked to answer a semi-structured self-designed questionnaire regarding their detailed smartphone and app usage as well as their attitude and expectations towards education and practice supporting apps.,,Incorrect,,"discussion\nmain findings\nour study demonstrates that medical students demand not only an app for educational purposes such as exam preparation, but for an app for undergraduate and post-graduate medical education that accompanies them in daily practice.",,,Correct,,No,Yes,Yes,,Yes
/articles.txt.I-N/J_Natl_Cancer_Inst/J_Natl_Cancer_Inst_2008_Oct_15_100(20)_1432-1438.txt,"Research methods for biomarker evaluation lag behind those for evaluating therapeutic treatments. Although a phased approach to development of biomarkers exists and guidelines are available for reporting study results, a coherent and comprehensive set of guidelines for study design has not been delineated. We describe a nested case–control study design that involves prospective collection of specimens before outcome ascertainment from a study cohort that is relevant to the clinical application. The biomarker is assayed in a blinded fashion on specimens from randomly selected case patients and control subjects in the study cohort. We separately describe aspects of the design that relate to the clinical context, biomarker performance criteria, the biomarker test, and study size. The design can be applied to studies of biomarkers intended for use in disease diagnosis, screening, or prognosis. Common biases that pervade the biomarker research literature would be eliminated if these rigorous standards were followed.","we separately describe aspects of the design that relate to the clinical context, biomarker performance criteria, the biomarker test, and study size.",,Incorrect,,it is sometimes reasonable to terminate a study early if the analysis of partially accumulated data indicates that the biomarker has poor performance.,,,Incorrect,,No,Yes,No,,
/articles.txt.I-N/J_Natl_Cancer_Inst/J_Natl_Cancer_Inst_2013_Dec_4_105(23)_1799-1805.txt,"A substantial proportion of patients referred for plasma vitamin B12 (cobalamin [Cbl]) measurement present with high Cbl levels, which have been reported in patients with different cancer types. However, the cancer risk among patients with newly diagnosed high Cbl levels has not been adequately examined. We conducted this cohort study using population-based Danish medical registries. Patients referred for Cbl measurement with levels greater than the lower reference limit (?200 pmol/L) were identified from the population of Northern Denmark during the period of 1998 to 2009 using a database of laboratory test results covering the entire population. Data on cancer incidence (follow-up 1998–2010), Cbl treatment, and prior diagnoses were obtained from medical registries. Patients receiving Cbl treatment were excluded. Cancer risks were calculated as standardized incidence ratios (SIRs) with 95% confidence intervals (CIs), stratified by plasma Cbl levels. All statistical tests were two-sided. We identified 333 667 persons without prevalent cancer and not receiving Cbl treatment. Six percent had Cbl levels greater than the upper reference limit (?601 pmol/L). Cancer risk increased with higher Cbl levels and was highest during the first year of follow-up (Cbl 601–800 pmol/L: SIR = 3.44, 95% CI = 3.14 to 3.76; Cbl >800 pmol/L: SIR = 6.27, 95% CI = 5.70 to 6.88; both P < .001). The risks were particularly elevated for hematological and smoking- and alcohol-related cancers for persons with high Cbl levels. High Cbl levels were associated with the risk of subsequently diagnosed cancer, mostly within the first year of follow-up. This may have clinical implications for the interpretation of high Cbl levels.","high Cbl levels were associated with the risk of subsequently diagnosed cancer, mostly within the first year of follow-up.",,Correct,,"our results extend those of earlier research (3,5\u201311) by showing a strong association between elevated cbl levels and cancer in a large study with a longitudinal design.",,,Incorrect,,No,Yes,No,,
/articles.txt.I-N/J_Mol_Neurosci/J_Mol_Neurosci_2015_May_23_55_297-304.txt,"The superior cervical ganglion (SCG) is a center of sympathetic innervation of all head and neck organs. SCG sympathetic preganglionic neurons (SPN) were found in the nucleus intermediolateralis pars principalis (IMLpp), the nucleus intermediolateralis pars funicularis (IMLpf), the nucleus intercalatus spinalis (IC), and the nucleus intercalatus spinalis pars paraependymalis (ICpe). Despite its importance, little is known of SCG innervation and chemical coding in the laboratory pig, a model that is physiologically and anatomically representative of humans. Here in our study, we established the distribution and chemical coding of Fast Blue (FB) retrogradely labelled SPN innervating porcine SCG. After unilateral injection of FB retrograde tracer into the left SCG, labeled neurons were found solely on the ipsilateral side with approximately 98 % located in Th1–Th3 segments and predominantly distributed in the IMLpp and IMLpf. Neurochemical analysis revealed that approximately 80 % of SPN were positive both to choline acetyltransferase (ChAT) and nitric oxide synthase (NOS) and were surrounded by a plethora of opioidergic and peptiergic nerve terminals. The results of our study provide a detailed description of the porcine preganglionic neuroarchitecture of neurons controlling the SCG, setting the stage for further studies concerning SPN plasticity under experimental/pathological conditions.","the results of our study provide a detailed description of the porcine preganglionic neuroarchitecture of neurons controlling the scg, setting the stage for further studies concerning spn plasticity under experimental/pathological conditions.",,Correct,,"the results of our study provide a detailed description of the porcine preganglionic neuroarchitecture of neurons controlling the scg, setting the stage for further studies concerning spn plasticity under experimental/pathological conditions.",,,Correct,,Yes,Yes,No,,Yes
/articles.txt.I-N/J_Mol_Neurosci/J_Mol_Neurosci_2013_Apr_2_51(1)_99-108.txt,"The present study examines the response of colon-projecting neurons localized in the inferior mesenteric ganglia (IMG) to axotomy in the pig animal model. In all animals (n?=?8), a median laparotomy was performed under anesthesia and the retrograde tracer Fast Blue was injected into the descending colon wall. In experimental animals (n?=?4), the descending colon was exposed and the bilateral caudal colonic nerves were identified and severed. All animals were euthanized and the inferior mesenteric ganglia were harvested and processed for double-labeling immunofluorescence for calbindin-D28k (CB) in combination with either tyrosine hydroxylase (TH), neuropeptide Y (NPY), somatostatin (SOM), vasoactive intestinal polypeptide (VIP), nitric oxide synthase (NOS), Leu-enkephalin (LENK), substance P, vesicular acetylcholine transporter, or galanin. Immunohistochemistry revealed significant changes in the chemical coding pattern of injured inferior mesenteric ganglion neurons. In control animals, Fast Blue-positive neurons were immunoreactive to TH, NPY, SOM, VIP, NOS, LENK, and CB. In the experimental group, the numbers of TH-, NPY-, and SOM-expressing neurons were reduced, whereas the number of neurons immunoreactive to LENK was increased. Our data indicate that the colon-projecting neurons of the porcine IMG react to the axotomy in a similar, but not an identical manner in a comparison to other species, especially rodents. Further studies are needed to elucidate the detailed factors/mechanisms involved in the response to nerve injury.","our data indicate that the colon-projecting neurons of the porcine img react to the axotomy in a similar, but not an identical manner in a comparison to other species, especially rodents.",,Correct,,"as the present study was designated to provide basic data concerning the chemical phenotypes of img neurons both under physio- as well as patophysiological conditions (axotomy), the authors decided to focus on sexually immature female animals in order to exclude any possible influences of reproductive hormones on studied cells as identified in previous studies (purves-tyson and keast 2004; koszykowska et al.",,,Incorrect,,No,No,No,,
/articles.txt.I-N/J_Mol_Neurosci/J_Mol_Neurosci_2010_Mar_27_40(3)_360-366.txt,"Cell-based approaches are a promising therapeutic strategy for treating injuries to the nervous system, but the optimal means to promote neurite extension and direct cellular behavior are unclear. Previous studies have examined the behavior of neural-like cells in ambient air (21% oxygen tension), yet these conditions are not representative of the physiological oxygen microenvironment of neural tissues. We hypothesized that neuronal differentiation of a model neural cell line (PC12) could be controlled by modulating local oxygen tension. Compared to ambient conditions, PC12 cells cultured in reduced oxygen exhibited significant increases in neurite extension and total neurite length, with 4% oxygen yielding the highest levels of both indicators. We confirmed neurite extension was mediated through oxygen-responsive mechanisms using small molecules that promote or inhibit HIF-1? stabilization. The hypoxic target gene Vegf was implicated as a neurotrophic factor, as neurite formation at 21% oxygen was mimicked with exogenous VEGF, and a VEGF-neutralizing antibody attenuated neurite formation under reduced oxygen conditions. These findings demonstrate that behavior of neural-like cells is driven by the oxygen microenvironment via VEGF function, and suggest promising approaches for future applications in neural repair.","these findings demonstrate that behavior of neural-like cells is driven by the oxygen microenvironment via vegf function, and suggest promising approaches for future applications in neural repair.",,Correct,,"in summary, this data confirms the importance of both hif-1\u03b1 and vegf for neurite extension in the presence of physiologically relevant oxygen tensions, and these findings may serve to identify novel targets and approaches to enhance neural differentiation.",,,Correct,,No,Yes,No,,Yes
/articles.txt.I-N/J_Nanobiotechnology/J_Nanobiotechnology_2012_Feb_17_10_9.txt,"Nanotechnology-based bioassays that detect the presence and/or absence of a combination of cell markers are increasingly used to identify stem or progenitor cells, assess cell heterogeneity, and evaluate tumor malignancy and/or chemoresistance. Delivery methods that enable nanoparticles to rapidly detect emerging, intracellular markers within cell clusters of biopsies will greatly aid in tumor characterization, analysis of functional state and development of treatment regimens. Experiments utilized the Sendai virus to achieve in vitro, cytosolic delivery of Quantum dots in cells cultured from Human brain tumors. Using fluorescence microscopy and Transmission Electron Microscopy, in vitro experiments illustrated that these virus-based liposomes decreased the amount of non-specifically endocytosed nanoparticles by 50% in the Human glioblastoma and medulloblastoma samples studied. Significantly, virus-based liposome delivery also facilitated targeted binding of Quantum dots to cytosolic Epidermal Growth Factor Receptor within cultured cells, focal to the early detection and characterization of malignant brain tumors. These findings are the first to utilize the Sendai virus to achieve cytosolic, targeted intracellular binding of Qdots within Human brain tumor cells. The results are significant to the continued applicability of nanoparticles used for the molecular labeling of cancer cells to determine tumor heterogeneity, grade, and chemotherapeutic resistivity.","the results are significant to the continued applicability of nanoparticles used for the molecular labeling of cancer cells to determine tumor heterogeneity, grade, and chemotherapeutic resistivity.",,Correct,,"transmission electron microscopy (tem)\nfor the analysis of intracellular distribution of qdots, medulloblastoma cells cultured on collagen-coated plates were labeled with qdot::iefgr ab via virus-based liposome delivery, as described above.",,,Incorrect,,No,No,Yes,,
/articles.txt.I-N/J_Nanobiotechnology/J_Nanobiotechnology_2015_Mar_21_13_22.txt,"The combination of chemotherapeutic drugs with different pharmacological action has emerged as a promising therapeutic strategy in the treatment of cancers. Present study examines the antitumor potential of paclitaxel (PTX) and etoposide (ETP)-loaded PLGA nanoparticles for the treatment of osteosarcoma. The resulting drug-loaded PLGA NP exhibited a nanosize dimension with uniform spherical morphology. The NP exhibited a sustained release profile for both PTX and ETP throughout the study period without any sign of initial burst release. The combinational drug-loaded PLGA NP enhanced the cytotoxic effect in MG63 and Saos-2 osteosarcoma cell lines, in comparison to either native drug alone or in cocktail combinations. Additionally, NPs showed an appreciable uptake in MG63 cells in a time-based manner. Co-delivery of anticancer drugs resulted in enhanced cell cycle arrest and cell apoptosis. The results clearly showed that combinational drugs remarkably improved the therapeutic index of chemotherapeutic drugs. The greater inhibitory effect of nanoparticle combination would be of great advantage during systemic cancer therapy. Taken together, our study demonstrated that PTX-ETP/PLGA NP based combination therapy holds significant potential towards the treatment of osteosarcoma.","taken together, our study demonstrated that ptx-etp/plga np based combination therapy holds significant potential towards the treatment of osteosarcoma.",,Correct,,"conclusion\ntaken together, our study demonstrated that ptx-etp/plga np based combination therapy holds significant potential towards the treatment of osteosarcoma.",,,Correct,,Yes,Yes,Yes,,Yes
/articles.txt.I-N/J_Nanobiotechnology/J_Nanobiotechnology_2007_Mar_23_5_2.txt,"We succeeded in regulating the growth of diatom cells on chemically modified glass surfaces. Glass surfaces were functionalized with -CF3, -CH3, -COOH, and -NH2 groups using the technique of self-assembled monolayers (SAM), and diatom cells were subsequently cultured on these surfaces. When the samples were rinsed after the adhesion of the diatom cells on the modified surfaces, the diatoms formed two dimensional arrays; this was not possible without the rinsing treatment. Furthermore, we examined the number of cells that grew and their motility by time-lapse imaging in order to clarify the interaction between the cells and SAMs. We hope that our results will be a basis for developing biodevices using living photosynthetic diatom cells.","glass surfaces were functionalized with -cf3, -ch3, -cooh, and -nh2 groups using the technique of self-assembled monolayers (sam), and diatom cells were subsequently cultured on these surfaces.",,Incorrect,,our data revealed that the velocity of the diatom cells in the unrinsed samples was higher than that in the rinsed samples after three days of incubation.,,,Incorrect,,No,Yes,No,,
/articles.txt.I-N/J_Oral_Rehabil/J_Oral_Rehabil_2016_Apr_27_43(4)_249-258.txt,"The aim of this retrospective study was to evaluate the effect of individually adjusted custom?made mandibular advancement device/oral appliance (OA) in treatment of patients with moderate and severe obstructive sleep apnoea (OSA), who were non?adherent to continuous positive airway pressure (CPAP) therapy. During 2007?2013, 116 patients with moderate (n = 82) and severe (n = 34) OSA non?adherent to CPAP treatment were referred for dental management with an individually adjusted OA at a specialist sleep clinic. Ten of the participants (8·6%) were lost to follow?up, leaving the data set to consist of 106 patients (71 men/35 women, mean age 57 year, range 28?90). Nocturnal respiratory polygraphic recordings were performed at baseline and follow?up. Average time between baseline polygraphy and follow?up was 12 months. A successful OA treatment outcome was based on polygraphy at the follow?up and divided into three groups: 1 = AHI <5; 2 = 5 ? AHI <10 and >50% reduction in baseline AHI; and 3. >50% reduction in baseline AHI. If there was a ? 50% reduction in baseline AHI at the follow?up, the treatment was considered as a failure. The overall treatment success rate was 75%. There was no significant difference in success rates between patients in the moderate and severe categories (69% and 77%, respectively). Low oxygen saturation (SpO2 nadir) had a high predictive value for OA treatment failure. OA treatment of patients non?adherent to CPAP is efficient and especially promising for the severe OSA group who are at greatest risks for developing serious comorbidities, if left untreated.","OA treatment of patients non?adherent to CPAP is efficient and especially promising for the severe OSA group who are at greatest risks for developing serious comorbidities, if left untreated.",,Correct,,"the current results therefore support treatment with positive airway pressure methods, rather than oa treatment, in patients with severe oxygen desaturations from the diagnostic sleep studies, independent of osa severity judged by the ahi only.",,,Correct,,No,Yes,No,,Yes
/articles.txt.I-N/J_Med_Internet_Res/J_Med_Internet_Res_2014_Apr_14_16(4)_e107.txt,"Twitter is becoming an important tool in medicine, but there is little information on Twitter metrics. In order to recommend best practices for information dissemination and diffusion, it is important to first study and analyze the networks. This study describes the characteristics of four medical networks, analyzes their theoretical dissemination potential, their actual dissemination, and the propagation and distribution of tweets. Open Twitter data was used to characterize four networks: the American Medical Association (AMA), the American Academy of Family Physicians (AAFP), the American Academy of Pediatrics (AAP), and the American College of Physicians (ACP). Data were collected between July 2012 and September 2012. Visualization was used to understand the follower overlap between the groups. Actual flow of the tweets for each group was assessed. Tweets were examined using Topsy, a Twitter data aggregator. The theoretical information dissemination potential for the groups is large. A collective community is emerging, where large percentages of individuals are following more than one of the groups. The overlap across groups is small, indicating a limited amount of community cohesion and cross-fertilization. The AMA followers’ network is not as active as the other networks. The AMA posted the largest number of tweets while the AAP posted the fewest. The number of retweets for each organization was low indicating dissemination that is far below its potential. To increase the dissemination potential, medical groups should develop a more cohesive community of shared followers. Tweet content must be engaging to provide a hook for retweeting and reaching potential audience. Next steps call for content analysis, assessment of the behavior and actions of the messengers and the recipients, and a larger-scale study that considers other medical groups using Twitter.","this study describes the characteristics of four medical networks, analyzes their theoretical dissemination potential, their actual dissemination, and the propagation and distribution of tweets.",,Incorrect,,"this study attempted to describe the characteristics of four medical networks and analyze their theoretical information dissemination potential, their actual information dissemination, their information sharers, and their propagation and distribution of tweets.",,,Incorrect,,No,No,No,,
